BedroomAbvGr,BsmtCond,BsmtExposure,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,ExterCond,ExterQual,FireplaceQu,Fireplaces,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,HalfBath,HeatingQC,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotFrontage,LotShape,MasVnrType,MiscVal,OverallCond,OverallQual,PavedDrive,PoolQC,SalePrice,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,Remodelled_ago,Sold_ago,Garage_ago,FlrsSF,3SsnPorch1,EnclosedPorch1,MasVnrArea1,OpenPorchSF1,LowQualFinSF1,PoolArea1,ScreenPorch1,WoodDeckSF1,LotArea1,BsmtFinSFtot1,Alley_Grvl,BldgType_1Fam,BldgType_TwnhsE,BsmtFinType1_absent,BsmtFinType1_GLQ,BsmtFinType1_Unf,BsmtFinType1_Rec,BsmtFinType2_absent,Condition1_Feedr,Condition1_PosN,Electrical_SBrkr,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_VinylSd,Exterior2nd_AsbShng,Exterior2nd_CmentBd,Exterior2nd_ImStucc,Exterior2nd_VinylSd,Fence_absent,Foundation_PConc,Foundation_Slab,Heating_GasA,HouseStyle_2Story,HouseStyle_1Story,HouseStyle_2.5Fin,LotConfig_CulDSac,MSSubClass_60,MSSubClass_120,MSSubClass_20,MSSubClass_30,MSZoning_FV,MSZoning_RL,Neighborhood_Sawyer,Neighborhood_SWISU,Neighborhood_OldTown,Neighborhood_NridgHt,Neighborhood_NoRidge,Neighborhood_NWAmes,Neighborhood_NPkVill,Neighborhood_NAmes,Neighborhood_Mitchel,Neighborhood_MeadowV,Neighborhood_IDOTRR,Neighborhood_Gilbert,Neighborhood_Edwards,Neighborhood_CollgCr,Neighborhood_BrDale,Neighborhood_Blmngtn,RoofMatl_WdShngl,RoofStyle_Hip,SaleCondition_Partial,SaleCondition_Normal,SaleType_New
2,1,4,1,0,4,96.0,1,3,3,1,2,1,4,439.0,2,3,1,3,4,1363.0,0,5,272,1,3,0,0,73.0,2,0,0,7,7,2,0,241500.0,1,5,1385.0,1,51,9,0,1363.0,0,0,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1,1,0,0,4,628.0,1,3,4,2,1,2,7,671.0,3,3,3,3,4,2270.0,1,5,273,1,4,3,2,92.0,2,1,0,7,8,2,0,290000.0,1,9,1152.0,1,8,7,0,2270.0,0,0,2,2,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,3,0.0,1,3,3,2,1,2,6,338.0,1,3,2,3,4,1632.0,0,4,274,1,3,3,2,80.0,3,0,0,6,6,2,0,139000.0,1,6,1240.0,1,30,8,0,1632.0,0,0,1,0,0,0,0,2,2,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2,1,4,0,0,3,270.0,1,3,3,0,0,1,7,264.0,1,3,1,3,4,816.0,0,3,275,1,3,3,2,76.0,3,0,0,7,5,2,0,124500.0,1,5,816.0,1,0,10,0,816.0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,952.0,0,4,4,0,0,2,7,672.0,2,3,1,3,2,1548.0,1,4,276,1,5,3,2,55.0,3,0,0,7,7,2,0,205000.0,1,5,952.0,1,82,8,53,1548.0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,5,1560.0,1,3,4,0,0,2,7,573.0,2,3,3,3,4,1560.0,0,5,277,1,4,3,2,129.0,2,0,0,5,7,2,0,201000.0,1,7,1560.0,1,0,7,0,1560.0,0,0,0,3,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,0,0,3,744.0,1,3,3,0,0,1,7,400.0,2,3,1,3,2,864.0,0,5,278,1,3,3,2,140.0,3,0,0,5,4,2,0,141000.0,1,4,864.0,1,0,7,0,864.0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,1,4,0,0,5,2121.0,1,3,5,3,1,2,7,732.0,3,3,3,3,4,2121.0,1,5,279,1,5,3,2,107.0,3,1,0,5,9,2,0,415298.0,1,8,2121.0,1,1,10,1,2121.0,0,0,2,3,0,0,1,1,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4,1,1,0,0,4,768.0,1,3,3,1,1,2,7,505.0,2,3,3,3,4,2022.0,1,5,280,1,3,3,2,83.0,3,1,0,5,7,2,0,192000.0,1,8,1160.0,1,0,9,0,2022.0,0,0,2,3,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,1,3,0,0,4,386.0,1,3,4,1,1,2,7,575.0,2,3,3,3,4,1982.0,1,4,281,1,4,3,2,82.0,3,1,0,6,7,2,0,228500.0,1,7,807.0,1,0,10,0,1982.0,1,0,2,3,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,0,0,4,357.0,1,3,4,0,0,2,7,572.0,2,3,3,3,4,1262.0,0,4,282,1,4,3,2,60.0,3,2,0,5,6,2,0,185000.0,1,5,1262.0,1,0,11,0,1262.0,0,0,1,3,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,1,1,1,0,4,410.0,1,3,4,2,1,2,7,626.0,2,3,2,3,4,1314.0,0,5,283,1,4,3,2,34.0,3,2,0,5,7,2,0,207500.0,1,6,1314.0,1,1,8,1,1314.0,0,0,1,2,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,4,1468.0,1,3,4,2,1,2,7,898.0,3,3,3,3,4,1468.0,0,5,284,1,4,3,2,74.0,3,2,0,5,8,2,0,244600.0,1,6,1468.0,1,1,8,0,1468.0,0,0,1,3,0,0,0,2,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2,1,1,1,0,4,1145.0,1,3,4,0,0,2,7,529.0,2,3,2,3,4,1575.0,0,4,285,1,4,3,2,50.0,3,0,0,5,6,2,0,179200.0,1,5,1575.0,1,0,10,0,1575.0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,0,0,4,625.0,1,3,4,0,0,2,7,528.0,2,3,2,3,2,1250.0,1,5,286,1,4,3,2,35.0,2,0,0,5,7,2,0,164700.0,1,5,625.0,1,1,10,0,1250.0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,1,1,0,0,3,312.0,1,3,3,2,1,1,7,440.0,2,3,2,3,4,1734.0,1,3,287,1,4,1,2,77.0,2,0,0,7,6,2,0,159000.0,1,7,912.0,1,19,11,0,1734.0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,244.0,1,3,3,0,0,1,7,0.0,0,0,0,0,0,858.0,0,3,288,1,3,3,2,68.0,2,0,0,4,4,2,0,88000.0,1,5,858.0,1,0,11,-1971,858.0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,432.0,1,4,3,0,0,1,7,280.0,1,3,1,3,2,900.0,0,3,289,1,3,3,2,68.0,2,1,0,5,5,2,0,122000.0,1,5,882.0,1,0,7,3,900.0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,698.0,1,3,3,0,0,1,7,384.0,1,3,1,3,2,1396.0,0,5,290,1,3,3,2,60.0,3,0,0,7,6,2,0,153575.0,1,7,698.0,1,88,10,88,1396.0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,3,0,0,4,1079.0,1,3,4,2,1,2,7,685.0,2,3,2,4,4,1919.0,1,5,291,1,4,3,2,120.0,3,0,0,5,8,2,0,233230.0,1,8,1079.0,1,0,11,0,1919.0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
6,0,1,1,0,3,570.0,0,2,3,0,0,2,7,0.0,0,0,0,0,0,1716.0,0,5,292,1,2,1,2,55.0,3,0,0,6,5,0,0,135900.0,1,9,780.0,1,88,9,-1912,1716.0,0,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,476.0,1,3,3,2,1,1,5,281.0,1,3,1,3,4,1716.0,1,4,293,1,3,3,2,60.0,3,0,0,4,5,2,0,131000.0,1,8,768.0,1,59,8,0,1716.0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,1,1,1,0,3,0.0,1,3,3,1,1,2,7,539.0,2,3,3,3,4,2263.0,1,2,294,1,4,3,2,68.0,2,1,0,7,7,2,0,235000.0,1,9,795.0,1,17,11,0,2263.0,0,0,1,4,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,3,131.0,1,3,3,2,2,1,7,418.0,2,3,3,3,4,1644.0,0,3,295,1,3,3,2,80.0,3,2,0,5,6,2,0,167000.0,1,7,1416.0,1,0,8,0,1644.0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3,1,3,1,0,3,184.0,1,3,3,0,0,1,7,588.0,2,3,1,3,2,1003.0,0,3,296,1,3,3,2,37.0,2,0,0,6,6,2,0,142500.0,1,6,1003.0,1,0,11,0,1003.0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4,1,1,0,0,3,490.0,1,3,3,0,0,1,7,282.0,1,3,1,3,4,1558.0,1,3,297,1,3,3,2,75.0,3,0,0,5,5,2,0,152000.0,1,6,910.0,1,0,10,0,1558.0,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,4,326.0,1,3,4,1,1,2,7,576.0,2,3,2,3,2,1950.0,1,5,298,1,4,3,2,66.0,2,1,0,5,7,2,0,239000.0,1,7,975.0,1,1,10,0,1950.0,0,0,3,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,1,1,0,1,3,143.0,1,3,4,2,1,1,7,539.0,2,3,1,3,4,1743.0,2,4,299,1,3,3,2,90.0,3,1,0,6,6,2,0,175000.0,1,7,702.0,1,0,10,0,1743.0,0,0,2,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,1,3,1092.0,1,4,3,2,1,1,7,300.0,1,3,1,3,4,1152.0,0,5,300,1,4,3,2,80.0,3,0,0,8,6,2,0,158500.0,1,6,1092.0,1,54,8,0,1152.0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,1,0,3,324.0,1,3,3,2,2,1,7,375.0,1,3,1,3,4,1336.0,0,3,301,1,3,3,2,90.0,3,1,0,5,5,2,0,157000.0,1,5,1165.0,1,0,11,0,1336.0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4,1,1,0,0,4,747.0,1,3,4,1,1,2,7,683.0,2,3,3,3,5,2452.0,1,5,302,1,4,3,2,66.0,0,0,0,5,8,2,0,267000.0,1,9,1028.0,1,1,10,0,2452.0,0,0,0,2,0,0,0,2,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,1,1,0,0,4,1541.0,1,3,4,1,1,2,7,843.0,3,3,2,3,4,1541.0,0,5,303,1,4,3,2,118.0,2,1,0,5,7,2,0,205000.0,1,6,1541.0,1,1,11,0,1541.0,0,0,1,3,0,0,0,3,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,1,1,1,0,3,0.0,1,3,3,0,0,1,7,552.0,2,3,1,3,4,894.0,0,3,304,1,3,3,2,70.0,3,0,0,7,5,2,0,149900.0,1,5,894.0,1,0,11,3,894.0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,1,1,0,0,3,1470.0,1,3,3,3,1,3,7,870.0,3,3,1,3,4,3493.0,0,5,305,1,4,3,2,87.0,3,0,0,9,7,2,0,295000.0,1,10,1470.0,1,122,9,123,3493.0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,4,536.0,1,3,4,0,0,2,7,888.0,3,3,3,3,4,2000.0,0,5,306,1,4,3,2,80.0,3,2,0,5,8,2,0,305900.0,1,8,2000.0,1,1,10,0,2000.0,0,0,2,0,0,0,0,1,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4,1,1,1,0,4,0.0,1,3,4,1,1,2,7,746.0,3,3,2,3,4,2243.0,1,4,307,1,4,3,2,116.0,3,1,0,5,7,2,0,225000.0,1,8,700.0,1,1,10,0,2243.0,0,1,2,2,0,0,0,1,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,3,319.0,1,2,3,0,0,1,7,0.0,0,0,0,0,0,1406.0,0,3,308,1,2,3,2,68.0,2,0,0,7,6,0,0,89500.0,1,6,319.0,1,30,9,-1920,1406.0,0,0,0,3,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,1,0,0,3,599.0,1,3,3,0,0,1,7,539.0,2,3,1,3,2,861.0,0,5,309,1,3,3,2,68.0,2,0,0,5,4,2,0,82500.0,1,4,861.0,1,10,8,21,861.0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,1,4,1,0,5,622.0,1,3,4,3,3,2,7,708.0,3,3,3,3,4,1944.0,0,5,310,1,5,3,2,90.0,2,0,0,5,9,2,0,360000.0,1,8,1896.0,1,1,11,0,1944.0,0,0,0,3,0,0,0,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,0,0,4,179.0,1,3,3,1,1,2,7,420.0,2,3,3,3,4,1501.0,1,4,311,1,4,3,2,68.0,2,1,0,5,6,2,0,165600.0,1,6,697.0,1,1,11,0,1501.0,0,0,1,2,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,1,1,1,0,3,292.0,1,4,3,2,1,1,7,240.0,1,3,1,3,2,972.0,0,5,312,1,3,3,2,50.0,3,0,0,6,6,2,0,132000.0,1,5,972.0,1,54,8,0,972.0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,2,1,0,4,286.0,1,3,3,2,1,1,7,410.0,2,3,1,3,2,1118.0,0,3,313,1,3,3,2,65.0,3,0,0,7,5,2,0,119900.0,1,5,793.0,1,11,11,0,1118.0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,4,2,0,4,80.0,1,3,3,2,2,2,7,513.0,2,3,2,3,4,2036.0,0,3,314,1,3,0,0,150.0,0,0,0,5,7,2,0,375000.0,1,8,2136.0,1,0,8,0,2036.0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,2,1,0,1,3,712.0,1,3,3,2,1,1,7,546.0,2,3,1,2,2,1641.0,1,5,315,1,5,3,2,60.0,3,0,0,7,7,2,0,178000.0,1,6,728.0,1,65,11,0,1641.0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,4,291.0,1,3,4,2,1,2,7,432.0,2,3,3,3,4,1432.0,1,5,316,1,4,3,2,71.0,2,0,0,5,7,2,0,188500.0,1,6,716.0,1,1,8,0,1432.0,0,0,0,2,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4,1,1,1,0,4,153.0,1,3,4,1,1,2,7,484.0,2,3,2,3,4,2353.0,1,3,317,1,5,3,2,94.0,2,1,0,7,7,2,0,260000.0,1,10,845.0,1,0,8,3,2353.0,0,0,2,3,0,0,0,2,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,3,0,0,4,1088.0,1,3,4,2,1,2,7,1025.0,3,3,2,3,4,1959.0,1,5,318,1,4,3,2,75.0,3,0,0,5,8,2,0,270000.0,1,8,1088.0,1,0,10,0,1959.0,0,0,0,2,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1,4,1,0,4,360.0,1,3,4,1,1,2,7,656.0,3,3,2,3,4,2646.0,1,5,319,1,4,0,1,90.0,3,1,0,5,7,2,0,260000.0,1,9,1347.0,1,0,8,0,2646.0,0,1,2,2,0,0,0,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,3,1,0,4,336.0,1,3,3,1,2,2,7,588.0,2,3,1,3,4,1472.0,0,3,320,1,3,3,2,68.0,3,1,0,5,7,2,0,187500.0,1,6,1372.0,1,0,8,0,1472.0,0,0,2,2,0,0,0,2,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,2,3,0,0,5,1249.0,1,3,3,0,0,3,7,840.0,3,3,2,3,4,2596.0,1,5,321,1,4,3,2,111.0,3,2,0,5,9,2,0,342643.0,1,9,1249.0,1,0,11,0,2596.0,0,0,2,3,0,0,0,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4,1,3,1,0,5,166.0,1,3,4,2,1,2,7,872.0,3,3,3,3,5,2468.0,1,5,322,1,4,3,2,99.0,2,1,0,5,8,2,0,354000.0,1,10,1136.0,1,0,10,0,2468.0,0,0,2,3,0,0,0,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1,4,1,0,3,0.0,1,3,4,1,1,2,7,576.0,2,3,3,3,4,2730.0,1,5,323,1,4,3,2,86.0,2,1,0,5,7,2,0,301000.0,1,8,1502.0,1,1,10,1,2730.0,0,0,1,3,0,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,1,1,1,0,3,906.0,1,4,3,0,0,1,7,220.0,1,3,1,2,4,1163.0,0,5,324,1,3,3,2,49.0,3,0,0,8,3,2,0,126175.0,1,6,1162.0,1,50,11,0,1163.0,0,0,0,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,1,1,0,0,4,710.0,1,4,4,2,1,2,7,564.0,2,3,3,3,5,2978.0,1,5,325,1,4,3,2,96.0,3,1,0,7,7,2,0,242000.0,1,11,710.0,1,40,7,-6,2978.0,0,0,2,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,3,0,0,3,604.0,0,3,3,0,0,1,7,360.0,2,3,1,3,2,803.0,0,1,326,1,3,3,2,50.0,3,0,0,6,5,2,0,87000.0,1,5,720.0,1,9,10,0,803.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
